x,y,z,vx,vy,vz
1.921532893602781E-03,2.726413632504560E-01,1.449050762213720E-01,-3.335491384254191E-02,2.049468885249750E-04,3.448853023576101E-03
1.898369552247021E-03,2.726415044763784E-01,1.449074720782347E-01,-3.335550950958438E-02,2.017897376740733E-04,3.451208911735679E-03
1.875205794378692E-03,2.726416435113072E-01,1.449098695672055E-01,-3.335611337437816E-02,1.986368104905356E-04,3.453553539399573E-03
1.852041614327020E-03,2.726417803581559E-01,1.449122686805176E-01,-3.335672537366864E-02,1.954880505171904E-04,3.455887057915029E-03
1.828877006464516E-03,2.726419150197988E-01,1.449146694105082E-01,-3.335734544603051E-02,1.923434020312535E-04,3.458209616670459E-03
1.805711965205724E-03,2.726420474990721E-01,1.449170717496179E-01,-3.335797353182970E-02,1.892028100287516E-04,3.460521363134106E-03
1.782546485005988E-03,2.726421777987739E-01,1.449194756903887E-01,-3.335860957318909E-02,1.860662202107968E-04,3.462822442892865E-03
1.759380560360242E-03,2.726423059216646E-01,1.449218812254635E-01,-3.335925351395420E-02,1.829335789695233E-04,3.465112999689828E-03
1.736214185801829E-03,2.726424318704680E-01,1.449242883475840E-01,-3.335990529965847E-02,1.798048333734883E-04,3.467393175460382E-03
1.713047355901334E-03,2.726425556478711E-01,1.449266970495901E-01,-3.336056487749390E-02,1.766799311559042E-04,3.469663110369379E-03
1.689880065265452E-03,2.726426772565249E-01,1.449291073244183E-01,-3.336123219627584E-02,1.735588206991853E-04,3.471922942844522E-03
1.666712308535863E-03,2.726427966990450E-01,1.449315191651007E-01,-3.336190720641659E-02,1.704414510243545E-04,3.474172809612510E-03
1.643544080388138E-03,2.726429139780114E-01,1.449339325647636E-01,-3.336258985989326E-02,1.673277717768015E-04,3.476412845731383E-03
1.620375375530660E-03,2.726430290959696E-01,1.449363475166268E-01,-3.336328011022062E-02,1.642177332147725E-04,3.478643184624099E-03
